"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"5.0","21 Feb 2022","DBM at NARAYANAGUDA Branch","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60072448.htm","Manager","Current employee","","","","Team Handling
Keen observation on all parameters
Self potent","Nill cons available as per my knowledge","Show more"
"4.0","16 Feb 2022","customer service executive","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59768034.htm","Assistant manager","Current employee, more than 1 year","","","Mumbai","good environment
supportive team
good work balance","working on bank holidays 
alternate sundays off
it becomes monotonous profile after 6-7 months","Show more"
"5.0","1 Feb 2022","Overall good to enjoy retirement life","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58911510.htm","Credit manager","Current employee, more than 3 years","Good work life balance and job security","No growth in professional. Will be stuck in same profile for life long","Eranakulam","","",""
"2.0","2 Jan 2022","Services","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57302047.htm","Student worker","Former employee","","","Indore","There is no upgraded services available as compare to other banks","Not much upgraded in services and customer was not satisfied","Show more"
"3.0","22 Feb 2022","Fantastic place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60091994.htm","Credit manager","Current employee","","","Mumbai","1)Friendly employee or employer 
2) Team management skills good","1) Not much hike is given","Show more"
"4.0","28 Feb 2022","Excellent opportunity","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60387464.htm","Deputy manager sales","Current employee, more than 1 year","","","Chennai","Good company and benefits more","Work pressure is more for sales ppls","Show more"
"2.0","12 Mar 2022","Okey","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW61036345.htm","Relationship manager","Current employee, more than 1 year","Not good to work here","No work life balance is given","New Delhi","","",""
"4.0","18 Feb 2022","Satisfied","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59900541.htm","Financial markets","Current employee, less than 1 year","","","","Team is supportive and inclusive","Top down culture can be re looked at","Show more"
"5.0","22 Feb 2022","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60117681.htm","Talent acquisition manager","Former employee, more than 1 year","","","Chennai","Helpful managers
Work life balance can be achieved
General shift","Nothing to say cons about management","Show more"
"1.0","9 May 2022","Really bad experience","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63841815.htm","Anonymous employee","Current employee, more than 1 year","No Pros, really bad company to work for","Really bad experience, don't accept any offers","Gurgaon, Haryana","","",""
"5.0","26 Feb 2022","Good work location","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60321541.htm","Anonymous employee","Current employee, more than 1 year","Work life balance with indusind","Old technology project are running.","Mumbai","","",""
"4.0","8 Feb 2022","Good atmoshphere","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59312651.htm","Deputy manager","Current employee, more than 1 year","","","Guwahati","1.flexible timings
2. Good incentives with coneyance claim
3. All collegues are very co-operative","lengthy loan process which indicates customer dissatisfaction","Show more"
"5.0","15 Feb 2022","all has been good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59704506.htm","Deputy manager","Current employee, less than 1 year","","","Ajmer","For my future growth !!!","I don't want to say anything","Show more"
"5.0","5 Feb 2022","One of best Banking institute  indusind bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59174540.htm","Nri banking officer","Current employee","Very  very good Bank  1000","Indusind bank one of good employer","Mumbai","","",""
"3.0","22 Feb 2022","nice office","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60114008.htm","Service delivery manager","Former employee, more than 1 year","good place to learn new things in banking","no salary growth in the company","","","",""
"3.0","7 Feb 2022","good place to learn for fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59241786.htm","Management trainee","Current employee","good place to learn and pressure is less","hike is very minimal compared to other banks","Gurgaon, Haryana","","",""
"5.0","10 Feb 2022","Regional head business banking","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59493172.htm","Regional head","Former employee","Branch network is good and well developed","Little pressure at monthend nd year end","New Delhi","","",""
"1.0","3 May 2022","Chief Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW63618638.htm","Key account manager","Current employee, less than 1 year","","","","Work Life Balance is good","Poor management, process and product","Show more"
"4.0","15 Feb 2022","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59698077.htm","Relationship manager-retail forex","Current employee","A bit hectic , for freshers it's. A gud learning","We won't hikes as expected","Hyderābād","","",""
"5.0","16 Jan 2022","Relationship manager in indusind bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58028297.htm","Relationship manager","Current employee, more than 8 years","","","Gurgaon, Haryana","Employee friendly bank to work","Appraisal in indusind bank is announced very late","Show more"
"2.0","9 Feb 2022","Senior exclusive RM","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59418902.htm","Senior banking partner","Current employee, more than 5 years","No such mentionable reason so not have much to discribe.","Lots..of reasons, which includes contests payout etc","Mumbai","","",""
"3.0","5 Jan 2022","Give proper remuneration to eligible employee","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57451162.htm","Operation head","Former employee, more than 1 year","","","","Technology and Applications are good.","Not given proper remuneration to staff in covid situation who are working for banks.","Show more"
"3.0","21 Feb 2022","Good Bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60023859.htm","Customer relationship officer","Current employee, less than 1 year","Tension free work culture in bank","You can learn about customer services","Bengaluru","","",""
"3.0","23 Feb 2022","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW60199069.htm","Assistant vice president/dvp/vice president","Current employee","Nothing, wfm, basis salary, timely salary","System, policy, medical policy, travel reimbursement","Gurgaon, Haryana","","",""
"5.0","2 Feb 2022","One of the best organizations to work for.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58984242.htm","Zonal sales manager","Current employee","Good working culture & Nice Paymaster","Slow growth & Red Tapeism","Chandigarh","","",""
"4.0","20 Feb 2022","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59983026.htm","Deputy manager","Current employee","Senior are very supportive ,Best team,Learning oppurnity,","Na na na na na","","","",""
"4.0","9 Feb 2022","-","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59423913.htm","Anonymous employee","Current employee, less than 1 year","Good work culture and bosses are very approachable","Processes can be improved in terms of speed","Mumbai","","",""
"4.0","16 Feb 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59766297.htm","Deputy manager - trade forex operations","Former employee","Good working atmosphere, great learning opportunity","None as of now for the firm","Ahmedabad","","",""
"5.0","14 Feb 2022","Good bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59620418.htm","Anonymous employee","Current employee, less than 1 year","Good work culture in day to day","Nothing as such I found","","","",""
"3.0","23 Dec 2021","Great opportunity n willng to have capacity for taking pressure of work by this way you get faster promotion","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57019724.htm","Deputy manager","Current employee, less than 1 year","Employee getting faster promotion And great hike in salary","Very much pressure on sale on daily basis","Ahmedabad","","",""
"3.0","7 Jan 2022","rm","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57544886.htm","Senior relationship manager","Current employee, more than 1 year","Very Good Bank to grow as you can qualify for promotion every year..","Basic products like home loan , insurance and gi everything is third party not inhouse","Pune","","",""
"3.0","19 Dec 2021","Tpp Ops CFD operations","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW56865225.htm","Deputy manager","Current employee, more than 3 years","","","","Mutual funds processing Operations. Knowing more about current trends of schemes Funds valuations etc","Very boring. Many internal processing structures are involved. Hard to learn","Show more"
"4.0","6 Feb 2022","Good overall","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59183912.htm","Credit analyst","Current employee, less than 1 year","","","New Delhi","Helpfull managers
learn on the job","Unorganised learning.
Less training meeting initially.","Show more"
"4.0","1 Feb 2022","Core banking bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58932057.htm","Business analyst","Current employee","","","Dehradun","High interest rates
Good service
High interest rate on FD","New in the market
Sales oriented","Show more"
"4.0","10 Feb 2022","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59484044.htm","Back end operations executive","Current employee","Nice environment to work here","Immediate decision making to be required","Coimbatore","","",""
"2.0","7 Feb 2022","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59282189.htm","Human resources","Former employee","It's a good start for freshers.","Don't join on contract basis, they squeeze you.","Mumbai","","",""
"3.0","9 Feb 2022","Virtual Engagement Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59366590.htm","Virtual engagement associate","Current employee, more than 1 year","","","New Delhi","Low work pressure
Salary on time","Not much for learning
Lesser appraisal","Show more"
"4.0","20 Jan 2022","Perfect Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW58239820.htm","Business banking relationship manager","Current employee","Easy working hours and smoothly going process","Technology should be better than what it is now.","Vadodara","","",""
"2.0","10 Feb 2022","Good Place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW59435736.htm","Assistant manager","Current employee, more than 3 years","","","Mumbai","Lots to learn. 
Self Sustained IT","Employee Benefits are leaset priority","Show more"
"3.0","16 Jan 2022","Good organisation to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW57995581.htm","Kyc analyst","Current employee","Branch closing timings are being followed very strictly","Corporste culture is very less comparatively from my previous organization","Hyderābād","","",""
