"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","15 Sept 2017","Was a good learning experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW16849237.htm","Research scientist","Former employee, more than 1 year","","","Hyderābād","Very good work culture
Had a good boss who was a good teacher and enabled us to learn more, gave good feedback
I could learn new things, techniques and was given the opportunity to interact with a lot of departments which enhanced my interpersonal skills.","Of course, like every existent company, there was a little bit of politics. And sometimes people's attitude towards work was slacking. But that's the extent that I faced. I consider myself very fortunate anyway, to have worked here.","Show more"
"2.0","13 Apr 2018","Only for medioceres.......not for highly accomplished professionals","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW20139535.htm","Anonymous employee","Current employee, more than 1 year","","","Hyderābād","Employee friendly work culture, lenient policies, stress-free work environment. By virtue of this environment , many incompetent, undeserving candidates have entered & remained in the system for years.  Middle management is highly incompetent and due to this company's performance has declined dramatically over last 3-4 years after the demise of its founder. Company just is riding on the glorious legacy of its founder. Nothing else....","Policies are good only till you are an employee..Once you resign, they will treat you like a beggar. No will address your concerns, will humiliate. HR managers are highly incompetent","Show more"
"1.0","26 Aug 2021","Branding","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW51659266.htm","Area operations manager","Current employee, more than 5 years","","","Calcutta","Brand is important. Individual will get brand stamp in CV only. Job security is 100%. In case withdrawal of post, employee will get opportunity to nearest and fittest available post that may not be satisfactory for an individual.","Career Advancement depends on L+1. Not good for long term association. One can sustain even after compliance issue if he has the contact with upper management. Each division works as a different planet.
One can get retaliation directly or indirectly if reports any compliance issue.
HR policy is a myth. Gratuity included in CTC. Individual has to pay for Mediclaim for own family and at the time of claim, 10% of claim amount for dependent to be paid by employee as ""Co-Pay"".
Operation team treated as sales team with unwanted pressure.
No work life balance.","Show more"
"3.0","3 Oct 2011","Good place to gain knowledge along with other colleagues and some other senior scientists.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW1135911.htm","Senior scientist","Former employee","","","Hyderābād","Good support from the management
Good work & Life balance
One of the best companies in Hyderabad 
If you are looking for a better professional job and in terms of income etc this company holds good.","Work pressure keeps you up on your toes !!!!!!!!! it cant be negative aspect  as being in such a stage you will be tested in any company that you might be in.","Show more"
"2.0","1 Apr 2019","MNC tag but working style not at all structured.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW25459890.htm","Manager","Current employee, more than 3 years","","","Hyderābād","Need not work for organisation work for boss only and get promoted","No clarity regarding future plans. Always experimenting at the cost of employee, new concept for managing people or planning operations get impending and then in six months lose steam. So many chances in organisation structure keeps people confused","Show more"
"4.0","21 Apr 2021","Good Environment to learn as a Brand Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW45856365.htm","Product manager","Former employee, more than 1 year","","","Mumbai","1. Continuous Training on new avenues of Marketing.

2. Great Team at the HO level to focus on learning for marketers

3. DRL has a marketing outlook at promoting medicines which is a great plus

4. A lot of focus is given to Digital Marketing 

5. Overall a good organization for Pharma Marketing","1. Too much hierarchy and too many people involved in many parallel division which create more unnecessary work.

2. Although many process are digital there are too many apps which make working difficult","Show more"
"3.0","10 Feb 2019","Good company but under bad counsel","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW24626903.htm","Manager","Current employee, more than 3 years","","","Hyderābād","Great HR policies
Very diverse crowd and culture balance
Very ambitious and constant digital push","At one point hired too many ppl
Now leaning all departments too dangerously. Ppl are getting overworked and want to leave. 
No checking of candidate for relevant experience. Just push someone in a role and sink/swim situation
literally have to push thru environment to get your work done. Always resistance from rest of employees., Individual push and heroics can only help u succeed.","Show more"
"3.0","1 Jun 2019","Policies and designations are changed inadvertently","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW26424499.htm","Anonymous employee","Current employee","","","","HR policies should be transparent and yearly review system is not in favour of the employee and HOD gets maximum benefits instead of passing the benefits to team members","Policies and designations are changed inadvertently which impact employee career negatively","Show more"
"3.0","3 Mar 2017","Too diverse to be united for a common goal","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW14029669.htm","Project manager","Former employee, more than 1 year","","","Hyderābād","Very good owners or promoters lot of freedom do great things","Too many departments working in Silos cannibalizing each other output. Department priority is higher than organization priority. Lot of organizations changes frequent changes Beals the flow. Pay band are not standard two people in same post can have very different packages","Show more"
"5.0","27 Oct 2012","It is culture oriented company and one can learn lot of things from this organis","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW2089397.htm","Sbo (rtf)","Former employee, more than 1 year","","","Nashik","Research products and some development programs. There is also some other activities like Nandi, programs for hospital staff like abhilasha, programs for chemist.","Organisation abolish the Nashik HQ (Maharashtra) foe RTF division. i had worked as SBO ,after there was vacancy in other division organisation didnt help me to shift in other division.","Show more"
"3.0","5 Jun 2016","Great place for overall development","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW10826801.htm","Scientist","Current employee, more than 1 year","","","Hyderābād","People will help you a lot , it's a friendly workplace with flexible timings","You will handling relatively less number of projects compared to other pharma companies
Very rigid system with lot of protocols
Too much of politics which if not careful may will hamper your personal and professional growth (attributed to less no of projects)","Show more"
"2.0","14 Dec 2020","Amazing work, pathetic culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW39470096.htm","Senior manager","Current employee, more than 1 year","","","Hyderābād","Learning opportunities, updated tech, and lots of new talent","Pathetic management, extreme politics and favouritism. Insecurity WRT to new talent among higher ups is a prevalent issue. Work life balance is a joke, forced to work even on Sundays for things as silly as they can get","Show more"
"4.0","16 Aug 2010","Work as well as Enjoy!","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW612372.htm","Technical trainee","Former employee","","","Hyderābād","1) Work is interesting.
2) Culture is great with respect to all.
3) Lots of free time and flexibility in pursuing other activities.
4) If you work it will be recognised. If you dont, well and good, somewhat like a public sector.","1) too many employees doing a particular task.
2) Plants located on outskirts of the city.
3) Responsiblity is diluted due to excess staffing","Show more"
"4.0","27 Jan 2020","Company news","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW31531800.htm","Factory manager","Current employee, more than 3 years","","","Hyderābād","Good set of promoters of the company","There was a layoff done in 2015, a few months after someone mentioned in glasdoor. Another round of layooffs is planned in the plants and Business Units now. Corporate did job restructuring and did not provide any updates on it in spite of promising to provide it in the open houses. Now they are planning a week of people development seminars and talks about happiness while in the background the workforce reduction is planned. Plan your questions well","Show more"
"3.0","9 Dec 2020","Great Company with Worst higher and middle management.","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW39276109.htm","Team leader","Former employee, more than 10 years","","","Hyderābād","Great work place, Good safety and quality culture.","High level politics. No job safety.If you are not favourable to HOD difficult to survive. Without verifying the track record of employees company is optimising overnight, and neither HR nor the higher management worried for that. Eyeryone wants to achieve their goal towards cost cutting.","Show more"
"4.0","16 Dec 2015","Good Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW8932692.htm","Assistant manager","Current employee, more than 3 years","","","Hyderābād","You can feel assured that you're not in a nonsense company. We deal with patients' health and we do it best.
Dr. Reddy's ensures that each employee is taken care as their own family which eventually percolates in their medicines and quality systems.","We are still not the best in the industry. Needs improvements in terms of HR practices and employee salary.","Show more"
"4.0","12 Apr 2020","ACE Program","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW32696634.htm","Technical trainee","Current employee","","","Visakhapatnam","Great opportunity to learn about different departments in a pharmaceutical industry by doing three different projects.  Helps in capability building, team building and improves your leadership qualities. Makes easy to learn new things like industry working, requirements, machines working, Automation, cGMP practices, manufacturing processes, project execution, etc  for freshers. Freedom to choose your department of interest.","After switching to next project it will take time to built a relation between you and the team members so that they can help.","Show more"
